category,subcategory,artwork_number,title,dimensions,date,edition,technique,exhibition_locations,represented_in_public_collections,local_image_path,original_image_url,source_page
Prints,1966-1976,052,By the Drunken Photographer,780 x 600 mm,1967,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/052_By_the_Drunken_Photographer_1967_.br.780x600_mm_406d480b115.jpg,http://agathesorel.co.uk/Prints/052_By_the_Drunken_Photographer_1967_.br.780x600_mm_406d480b115.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,053,Discarded Dreams,780 x 600 mm,1967,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/053_Discarded_Dreams_1967_.br.780x600_mm_406d480d116.jpg,http://agathesorel.co.uk/Prints/053_Discarded_Dreams_1967_.br.780x600_mm_406d480d116.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,054,Green People,780 x 600 mm,1967,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/054_Green_People_1967_.br.780x600_mm_406d480f117.jpg,http://agathesorel.co.uk/Prints/054_Green_People_1967_.br.780x600_mm_406d480f117.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,055,Birds,780 x 600 mm,1973,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/055_Birds_1973_.br.780x600_mm_406d4810118.jpg,http://agathesorel.co.uk/Prints/055_Birds_1973_.br.780x600_mm_406d4810118.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,056,Six Months in the Air,780 x 600 mm,1968,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/056_Six_Months_in_the_Air_1968_.br.780x600_mm_406d4815119.jpg,http://agathesorel.co.uk/Prints/056_Six_Months_in_the_Air_1968_.br.780x600_mm_406d4815119.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,057,Balance,780 x 600 mm,1971,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/057_Balance_1971_.br.780x600_mm_406d481b120.jpg,http://agathesorel.co.uk/Prints/057_Balance_1971_.br.780x600_mm_406d481b120.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,058,"Bird, Land and Ribs",780 x 600 mm,1968,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)","assets/images/prints/058_Bird,_Land_and_Ribs_1968_.br.780x600_mm_406d481d121.jpg","http://agathesorel.co.uk/Prints/058_Bird,_Land_and_Ribs_1968_.br.780x600_mm_406d481d121.jpg",http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,059,Danger,780 x 600 mm,1969,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/059_Danger_1969_.br.780x600_mm_406d481f122.jpg,http://agathesorel.co.uk/Prints/059_Danger_1969_.br.780x600_mm_406d481f122.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,060,Bravado,600 x 780 mm,1969,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/060_(K)_Bravado_1969_.br.600x780_mm_406d4825123.jpg,http://agathesorel.co.uk/Prints/060_(K)_Bravado_1969_.br.600x780_mm_406d4825123.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,061,Beginning,780 x 600 mm,1970,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/061_(K)_Beginning_1970_.br.780x600_mm_406d4827124.jpg,http://agathesorel.co.uk/Prints/061_(K)_Beginning_1970_.br.780x600_mm_406d4827124.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,062,Heroes in Perspective,600 x 780 mm,1974,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/062_Heroes_in_Perspective_1974_.br.600x780_mm_406d4828125.jpg,http://agathesorel.co.uk/Prints/062_Heroes_in_Perspective_1974_.br.600x780_mm_406d4828125.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,063,Temptations,600 x 780 mm,1974,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/063_(K)_Temptations_1974_.br.600x780_mm_406d482b126.jpg,http://agathesorel.co.uk/Prints/063_(K)_Temptations_1974_.br.600x780_mm_406d482b126.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,064,The Sculpture Garden,600 x 780 mm,1974,,Sculpture,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/064_The_Sculpture_Garden_1974_.br.600x780_mm_406d482d127.jpg,http://agathesorel.co.uk/Prints/064_The_Sculpture_Garden_1974_.br.600x780_mm_406d482d127.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,065,Posessions,780 x 600 mm,1972,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/065_Posessions_1972_.br.780x600_mm_406d482e128.jpg,http://agathesorel.co.uk/Prints/065_Posessions_1972_.br.780x600_mm_406d482e128.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,066,Shell,780 x 600 mm,1972,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/066_Shell_1972_.br.780x600_mm_406d4835129.jpg,http://agathesorel.co.uk/Prints/066_Shell_1972_.br.780x600_mm_406d4835129.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,067,New Dove,780 x 600 mm,1972,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/067_(K)_New_Dove_1972_.br.780x600_mm_406d4837130.jpg,http://agathesorel.co.uk/Prints/067_(K)_New_Dove_1972_.br.780x600_mm_406d4837130.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,068,The Preservation of Life,780 x 600 mm,1972,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/068_The_Preservation_of_Life_1972_.br.780x600_mm_406d483a131.jpg,http://agathesorel.co.uk/Prints/068_The_Preservation_of_Life_1972_.br.780x600_mm_406d483a131.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,069,Starlet,780 x 600 mm,1966,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/069_(K)_Starlet_1966_.br.780x600_mm_406d4844132.jpg,http://agathesorel.co.uk/Prints/069_(K)_Starlet_1966_.br.780x600_mm_406d4844132.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,070,Virtuosos,780 x 600 mm,1972,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/070_Virtuosos_1972_.br.780x600_mm_406d4848133.jpg,http://agathesorel.co.uk/Prints/070_Virtuosos_1972_.br.780x600_mm_406d4848133.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,071,Homes,780 x 600 mm,1972,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/071_Homes_1972_.br.780x600_mm_406d484a134.jpg,http://agathesorel.co.uk/Prints/071_Homes_1972_.br.780x600_mm_406d484a134.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,072,Dark Satanic Mills,780 x 600 mm,1974,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/072_(K)_Dark_Satanic_Mills_1974_.br.780x600_mm_406d484d135.jpg,http://agathesorel.co.uk/Prints/072_(K)_Dark_Satanic_Mills_1974_.br.780x600_mm_406d484d135.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,073,Blueprint for Survival,600 x 780 mm,1974,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/073_Blueprint_for_Survival_1974_.br.600x780_mm_406d484f136.jpg,http://agathesorel.co.uk/Prints/073_Blueprint_for_Survival_1974_.br.600x780_mm_406d484f136.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,074,Sunbathers,600 x 780 mm,1974,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/074_Sunbathers_1974_.br.600x780_mm_406d4851137.jpg,http://agathesorel.co.uk/Prints/074_Sunbathers_1974_.br.600x780_mm_406d4851137.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,075,Let's go and Watch,600 x 780 mm,1974,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/075_Let's_go_and_Watch_1974_.br.600x780_mm_406d4858138.jpg,http://agathesorel.co.uk/Prints/075_Let's_go_and_Watch_1974_.br.600x780_mm_406d4858138.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,076,Swinger,780 x 600 mm,1974,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/076_Swinger_1974_.br.780x600_mm_406d485a139.jpg,http://agathesorel.co.uk/Prints/076_Swinger_1974_.br.780x600_mm_406d485a139.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,077,Watching the Garden Grow,,1974,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/077_Watching_the_Garden_Grow_1974406d485e140.jpg,http://agathesorel.co.uk/Prints/077_Watching_the_Garden_Grow_1974406d485e140.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,078,Nocturn,780 x 600 mm,1974,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/078_Nocturn_1974_.br.780x600mm_406d4860141.jpg,http://agathesorel.co.uk/Prints/078_Nocturn_1974_.br.780x600mm_406d4860141.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,079,By the Drunken Photographer,780 x 600 mm,1967,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/079_By_the_Drunken_Photographer_1967_.br.780x600mm_406d4864142.jpg,http://agathesorel.co.uk/Prints/079_By_the_Drunken_Photographer_1967_.br.780x600mm_406d4864142.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,080,On the Farm,780 x 600 mm,1975,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/080_On_the_Farm_1975_.br.780x600_mm_406d4866143.jpg,http://agathesorel.co.uk/Prints/080_On_the_Farm_1975_.br.780x600_mm_406d4866143.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,081,Bougainvillea,780 x 600 mm,1975,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/081_Bougainvillea_1975_.br.780x600_mm_406d486d144.jpg,http://agathesorel.co.uk/Prints/081_Bougainvillea_1975_.br.780x600_mm_406d486d144.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,082,Rechargeing Batteries,600 x 780 mm,1975,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/082_(K)_Rechargeing_Batteries_1975_.br.600x780_mm_406d486f145.jpg,http://agathesorel.co.uk/Prints/082_(K)_Rechargeing_Batteries_1975_.br.600x780_mm_406d486f145.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,083,nossos,600 x 780 mm,1975,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/083_Knossos_1975_.br.600x780_mm_406d4871146.jpg,http://agathesorel.co.uk/Prints/083_Knossos_1975_.br.600x780_mm_406d4871146.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,084,The Grand Bathroom,600 x 780 mm,1975,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/084_(K)_The_Grand_Bathroom_1975_.br.600x780_mm_406d4874147.jpg,http://agathesorel.co.uk/Prints/084_(K)_The_Grand_Bathroom_1975_.br.600x780_mm_406d4874147.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,085,Give & Take,600 x 780 mm,1976,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/085_Give_&_Take_1976_.br.600x780_mm_406d4876148.jpg,http://agathesorel.co.uk/Prints/085_Give_&_Take_1976_.br.600x780_mm_406d4876148.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,086,Contentment or Dog Scratching it's Back,600 x 780 mm,1975,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/086_Contentment_or_Dog_Scratching_its_Back_1975_.jpg,http://agathesorel.co.uk/Prints/086_Contentment_or_Dog_Scratching_its_Back_1975_.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,1966-1976,087,Water Sculpture,780 x 600 mm,1976,,Sculpture,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/087_Water_Sculpture_1976_.br.780x600_mm_406d487a150.jpg,http://agathesorel.co.uk/Prints/087_Water_Sculpture_1976_.br.780x600_mm_406d487a150.jpg,http://agathesorel.co.uk/Prints/_prints_1966-1976.htm
Prints,2002-2006l,181,No Exit (Shipyard),1180 x 790 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/181_(K)_No_Exit_(Shipyard)_2002_.br.1180x790_mm_406d4996243.jpg,http://agathesorel.co.uk/Prints/181_(K)_No_Exit_(Shipyard)_2002_.br.1180x790_mm_406d4996243.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,182,Shipyard Aerial View (Shipyard),1180 x 720 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/182_(K)_Shipyard_Aerial_View_(Shipyard)_2002_.br.1180x720_mm406d4999244.jpg,http://agathesorel.co.uk/Prints/182_(K)_Shipyard_Aerial_View_(Shipyard)_2002_.br.1180x720_mm406d4999244.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,184,Figurehead (Shipyard),900 x 700 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/183_Shipyard_Aerial_View_No_2_(Shipyard)_2002_.br.1180x720_m406d499e245.jpg,http://agathesorel.co.uk/Prints/183_Shipyard_Aerial_View_No_2_(Shipyard)_2002_.br.1180x720_m406d499e245.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,185,Augustine's Shipyard (Shipyard),750 x 1180 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/185_Augustine's_Shipyard_(Shipyard)_2002_.br.750x1180_mm_406d49a4247.jpg,http://agathesorel.co.uk/Prints/185_Augustine's_Shipyard_(Shipyard)_2002_.br.750x1180_mm_406d49a4247.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,186,Kabuki 1 (Shipyard),880 x 800 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/186_(K)_Kabuki_1_(Shipyard)_2002_.br.880x800_mm_406d49a7248.jpg,http://agathesorel.co.uk/Prints/186_(K)_Kabuki_1_(Shipyard)_2002_.br.880x800_mm_406d49a7248.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,187,Odyssey (Shipyard),630 x 900 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/187_(K)_Odyssey_(Shipyard)_2002_.br.630x900_mm_406d49aa249.jpg,http://agathesorel.co.uk/Prints/187_(K)_Odyssey_(Shipyard)_2002_.br.630x900_mm_406d49aa249.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,188,Lobster Pots (Shipyard),780 x 960 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/188_Lobster_Pots_(Shipyard)_2002_.br.780x960_mm_406d49ad250.jpg,http://agathesorel.co.uk/Prints/188_Lobster_Pots_(Shipyard)_2002_.br.780x960_mm_406d49ad250.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,189,Ship Shapes (Shipyard),,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/189_Ship_Shapes_(Shipyard)_2002_406d49b1251.jpg,http://agathesorel.co.uk/Prints/189_Ship_Shapes_(Shipyard)_2002_406d49b1251.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,190,Ship Shapes with Timber (Shipyard),730 x 670 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/190_Ship_Shapes_with_Timber_(Shipyard)_2002_.br.730x670_mm_406d49b6252.jpg,http://agathesorel.co.uk/Prints/190_Ship_Shapes_with_Timber_(Shipyard)_2002_.br.730x670_mm_406d49b6252.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,192,Refit (Shipyard),900 x 601 mm,2003,,Print,"Bankside Gallery, London (2003)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/192_Refit_(Shipyard)_2003_.br.900x601_mm_406d49c4254.jpg,http://agathesorel.co.uk/Prints/192_Refit_(Shipyard)_2003_.br.900x601_mm_406d49c4254.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,196,Free (The Gates of Hell - Detail),730 x 601 mm,2003,,Print,"Bankside Gallery, London (2003)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/196__Free_(The_Gates_of_Hell_-_Detail)_2003_.br.730x601_mm_406d49e0258.jpg,http://agathesorel.co.uk/Prints/196__Free_(The_Gates_of_Hell_-_Detail)_2003_.br.730x601_mm_406d49e0258.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,197,The Gates of Hell,951 x 820 mm,2003,,Print,"Bankside Gallery, London (2003)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/199_The_Gates_of_Hell_2003_.br.951x820_mm_406d49e5259.jpg,http://agathesorel.co.uk/Prints/199_The_Gates_of_Hell_2003_.br.951x820_mm_406d49e5259.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,198,Afterlife,900 x 610 mm,2004,,Print,"Bradford Museum Cartwright Hall (Retrospective, 2004)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/200_Afterlife_2004_900x610_mm427270611.jpg,http://agathesorel.co.uk/Prints/200_Afterlife_2004_900x610_mm427270611.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,199,Another Butterfly,760 x 560 mm,2004,,Print,"Bradford Museum Cartwright Hall (Retrospective, 2004)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/201_Another_Butterfly_2004_760x560_mm_427270662.jpg,http://agathesorel.co.uk/Prints/201_Another_Butterfly_2004_760x560_mm_427270662.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,200,Bark on Picon,760 x 560 mm,2004,,Print,"Bradford Museum Cartwright Hall (Retrospective, 2004)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/202_Bark_on_Picon_2004_760x560_mm427271443.jpg,http://agathesorel.co.uk/Prints/202_Bark_on_Picon_2004_760x560_mm427271443.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,201,Grunewald,780 x 580 mm,2004,,Print,"Bradford Museum Cartwright Hall (Retrospective, 2004)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/203_Grunewald_2004_780x580_mm4272714d4.jpg,http://agathesorel.co.uk/Prints/203_Grunewald_2004_780x580_mm4272714d4.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,202,Twigs And Shoots,900 x 680 mm,2004,,Print,"Bradford Museum Cartwright Hall (Retrospective, 2004)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/204_Twigs_And_Shoots_2004_900x680_mm42727ceb7.jpg,http://agathesorel.co.uk/Prints/204_Twigs_And_Shoots_2004_900x680_mm42727ceb7.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,203,Self Protection,530 x 760 mm,2004,,Print,"Bradford Museum Cartwright Hall (Retrospective, 2004)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/205_Self_Protection_2004_530x760_mm4272715e6.jpg,http://agathesorel.co.uk/Prints/205_Self_Protection_2004_530x760_mm4272715e6.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,204,Mirage (Floating World),800 x 600 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/Mirage.tif The floating World no. 1.jpg,http://agathesorel.co.uk/Prints/Mirage.tif%20The%20floating%20World%20no.%201.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,205,Sculpture in Grass and Stubble (Floating World),1005 x 960 mm,2002,,Sculpture,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/Sculpture in Grass and Stubble.1005x960mm.jpg,http://agathesorel.co.uk/Prints/Sculpture in Grass and Stubble.1005x960mm.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,206,Stones in Sunlight and Moonlight (Floating World),890 x 630 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/Stones in sunlight and Moonlight800x600.jpg,http://agathesorel.co.uk/Prints/Stones in sunlight and Moonlight800x600.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,207,The Floating World (Floating World),642 x 514 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/The Floating World 514x642mm.jpg,http://agathesorel.co.uk/Prints/The%20Floating%20World%20514x642mm.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,209,Crusade (Floating World),700 x 1000 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/Crusade.jpg,http://agathesorel.co.uk/Prints/Crusade.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,210,Walking on Water (Floating World),910 x 700 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/Walking on Water  920x700mmThe Foating World.jpg,http://agathesorel.co.uk/Prints/Walking%20on%20Water%20%20920x700mmThe%20Foating%20World.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,211,Engraved Sculpture (Floating World),870 x 610 mm,2002,,"Engraving, Sculpture","Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/Engraved Sculpture 870x610cm.jpg,http://agathesorel.co.uk/Prints/Engraved%20Sculpture%20870x610cm.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,212,Ragtime A,760 x 560 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/01.Ragtime 1.JPG 760x560mm.jpg,http://agathesorel.co.uk/Prints/01.Ragtime%201.JPG%20760x560mm.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,213,Ragtime B,800 x 600 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/02.Ragtime 2.JPG 800x600mm.jpg,http://agathesorel.co.uk/Prints/02.Ragtime%202.JPG%20800x600mm.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,214,Ragtime C,770 x 560 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/03.Ragtime 3.JPG 770x560mm.jpg,http://agathesorel.co.uk/Prints/03.Ragtime%203.JPG%20770x560mm.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,215,Picnic,920 x 1280 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/215_Picnic_920x1280mm_446b014f12.jpg,http://agathesorel.co.uk/Prints/215_Picnic_920x1280mm_446b014f12.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,2002-2006l,216,The Grand Memorabilia,330 x 500 mm,2002,,Print,"Bankside Gallery, London / Galerie La Hune, Paris (2002)","Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/The Grand Memorabilia 330x500mm.jpg,http://agathesorel.co.uk/Prints/The%20Grand%20Memorabilia%20330x500mm.jpg,http://agathesorel.co.uk/Prints/_prints_2002-2006.html
Prints,1976-1996,088,Biplanes and Catamarans,600 x 780 mm,1968,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/088_(K)_Biplanes_and_Catamarans_1968_.br.600x780_mm_406d487c151.jpg,http://agathesorel.co.uk/Prints/088_(K)_Biplanes_and_Catamarans_1968_.br.600x780_mm_406d487c151.jpg,http://agathesorel.co.uk/Prints/_prints_1976-1996.htm
Prints,1976-1996,089,Agnus Dei,600 x 780 mm,1978,,Print,Not specified,"Yes (Tate, British Museum, Victoria & Albert Museum, etc.)",assets/images/prints/089_Agnus_Dei_1978_.br.600x780_mm_406d487e152.jpg,http://agathesorel.co.uk/Prints/089_Agnus_Dei_1978_.br.600x780_mm_406d487e152.jpg,http://agathesorel.co.uk/Prints/_prints_1976-1996.htm
